Empresa;Dt. Fechamento;Cód. Item;Descrição; Estoque de Abertura ; Vol. Recebido ; Vol. Disponível ; Vol. Total das Saídas ; Estoque Escritural ; Vl. Perda ; Vl. Ganho ; Estoque de Fechamento ; [1310] Tanque ; [1310] Estoque de Abertura ; [1310] Vol. Recebido ; [1310] Vol. Disponível ; [1310] Vol. Total das Saídas ; [1310] Estoque Escritural ; [1310] Vl. Perda ; [1310] Vl. Ganho ; [1310] Vol. Aferido 
POSTO TESTE - Matriz;30/03/2019;2;GASOLINA ADITIVADA;5.560,00;5.000,00;10.560,00;1.114,68;9.445,32; -   ;19,68;9.465,00;1;5.560,00;5.000,00;10.560,00;1.114,68;9.445,32; -   ;19,68;9.465,00
POSTO TESTE - Matriz;30/03/2019;3;ETANOL COMUM;5.542,00;5.000,00;10.542,00;2.200,05;8.341,95; -   ;28,05;8.370,00;2;5.542,00;5.000,00;10.542,00;2.200,05;8.341,95; -   ;28,05;8.370,00
POSTO TESTE - Matriz;30/03/2019;782;DIESEL B S10 COMUM;5.751,00; -   ;5.751,00;167,18;5.583,82;3,82; -   ;5.580,00;6;5.751,00; -   ;5.751,00;167,18;5.583,82;3,82; -   ;5.580,00
POSTO TESTE - Matriz;31/03/2019;1;GASOLINA COMUM;15.070,00; -   ;15.070,00;2.305,81;12.764,19; -   ;12,81;12.777,00;3;15.070,00; -   ;15.070,00;2.305,81;12.764,19; -   ;12,81;12.777,00
POSTO TESTE - Matriz;31/03/2019;2;GASOLINA ADITIVADA;9.465,00; -   ;9.465,00;694,36;8.770,64; -   ;24,36;8.795,00;1;9.465,00; -   ;9.465,00;694,36;8.770,64; -   ;24,36;8.795,00
POSTO TESTE - Matriz;31/03/2019;3;ETANOL COMUM;8.370,00; -   ;8.370,00;1.480,28;6.889,72; -   ;17,28;6.907,00;2;8.370,00; -   ;8.370,00;1.480,28;6.889,72; -   ;17,28;6.907,00
POSTO TESTE - Matriz;31/03/2019;782;DIESEL B S10 COMUM;5.580,00; -   ;5.580,00;106,05;5.473,95;3,95; -   ;5.470,00;6;5.580,00; -   ;5.580,00;106,05;5.473,95;3,95; -   ;5.470,00
POSTO TESTE - Matriz;01/04/2019;1;GASOLINA COMUM;12.777,00;10.000,00;22.777,00;3.831,15;18.945,85; -   ;19,15;18.965,00;3;12.777,00;10.000,00;22.777,00;3.831,15;18.945,85; -   ;19,15;18.965,00
POSTO TESTE - Matriz;01/04/2019;2;GASOLINA ADITIVADA;8.795,00; -   ;8.795,00;1.104,28;7.690,72;31,72; -   ;7.659,00;1;8.795,00; -   ;8.795,00;1.104,28;7.690,72;31,72; -   ;7.659,00
POSTO TESTE - Matriz;01/04/2019;3;ETANOL COMUM;6.907,00; -   ;6.907,00;1.927,77;4.979,23;11,23; -   ;4.968,00;2;6.907,00; -   ;6.907,00;1.927,77;4.979,23;11,23; -   ;4.968,00
POSTO TESTE - Matriz;01/04/2019;782;DIESEL B S10 COMUM;5.470,00; -   ;5.470,00;581,74;4.888,26;8,26; -   ;4.880,00;6;5.470,00; -   ;5.470,00;581,74;4.888,26;8,26; -   ;4.880,00
POSTO TESTE - Matriz;02/04/2019;1;GASOLINA COMUM;18.965,00; -   ;18.965,00;3.376,86;15.588,14; -   ;37,86;15.626,00;3;18.965,00; -   ;18.965,00;3.376,86;15.588,14; -   ;37,86;15.626,00
POSTO TESTE - Matriz;02/04/2019;2;GASOLINA ADITIVADA;7.659,00; -   ;7.659,00;1.134,19;6.524,81;4,81; -   ;6.520,00;1;7.659,00; -   ;7.659,00;1.134,19;6.524,81;4,81; -   ;6.520,00
POSTO TESTE - Matriz;02/04/2019;3;ETANOL COMUM;4.968,00; -   ;4.968,00;1.265,97;3.702,03;5,03; -   ;3.697,00;2;4.968,00; -   ;4.968,00;1.265,97;3.702,03;5,03; -   ;3.697,00
POSTO TESTE - Matriz;02/04/2019;782;DIESEL B S10 COMUM;4.880,00; -   ;4.880,00;590,099;4.289,90;18,901; -   ;4.271,00;6;4.880,00; -   ;4.880,00;590,099;4.289,90;18,901; -   ;4.271,00
POSTO TESTE - Matriz;03/04/2019;1;GASOLINA COMUM;15.626,00; -   ;15.626,00;3.513,91;12.112,09;28,09; -   ;12.084,00;3;15.626,00; -   ;15.626,00;3.513,91;12.112,09;28,09; -   ;12.084,00
POSTO TESTE - Matriz;03/04/2019;2;GASOLINA ADITIVADA;6.520,00;5.000,00;11.520,00;1.699,09;9.820,91; -   ;9,09;9.830,00;1;6.520,00;5.000,00;11.520,00;1.699,09;9.820,91; -   ;9,09;9.830,00
POSTO TESTE - Matriz;03/04/2019;3;ETANOL COMUM;3.697,00;5.000,00;8.697,00;1.521,48;7.175,52; -   ;4,48;7.180,00;2;3.697,00;5.000,00;8.697,00;1.521,48;7.175,52; -   ;4,48;7.180,00
POSTO TESTE - Matriz;03/04/2019;782;DIESEL B S10 COMUM;4.271,00; -   ;4.271,00;331,65;3.939,35;3,35; -   ;3.936,00;6;4.271,00; -   ;4.271,00;331,65;3.939,35;3,35; -   ;3.936,00
POSTO TESTE - Matriz;04/04/2019;1;GASOLINA COMUM;12.084,00; -   ;12.084,00;2.961,39;9.122,61;20,61; -   ;9.102,00;3;12.084,00; -   ;12.084,00;2.961,39;9.122,61;20,61; -   ;9.102,00
POSTO TESTE - Matriz;04/04/2019;2;GASOLINA ADITIVADA;9.830,00; -   ;9.830,00;1.369,08;8.460,92;10,92; -   ;8.450,00;1;9.830,00; -   ;9.830,00;1.369,08;8.460,92;10,92; -   ;8.450,00
POSTO TESTE - Matriz;04/04/2019;3;ETANOL COMUM;7.180,00; -   ;7.180,00;1.667,96;5.512,04; -   ;6,96;5.519,00;2;7.180,00; -   ;7.180,00;1.667,96;5.512,04; -   ;6,96;5.519,00
POSTO TESTE - Matriz;04/04/2019;782;DIESEL B S10 COMUM;3.936,00; -   ;3.936,00;433,91;3.502,09;9,09; -   ;3.493,00;6;3.936,00; -   ;3.936,00;433,91;3.502,09;9,09; -   ;3.493,00
POSTO TESTE - Matriz;05/04/2019;1;GASOLINA COMUM;9.102,00; -   ;9.102,00;3.064,98;6.037,02;4,02; -   ;6.033,00;3;9.102,00; -   ;9.102,00;3.064,98;6.037,02;4,02; -   ;6.033,00
POSTO TESTE - Matriz;05/04/2019;2;GASOLINA ADITIVADA;8.450,00; -   ;8.450,00;1.434,22;7.015,78;5,78; -   ;7.010,00;1;8.450,00; -   ;8.450,00;1.434,22;7.015,78;5,78; -   ;7.010,00
POSTO TESTE - Matriz;05/04/2019;3;ETANOL COMUM;5.519,00; -   ;5.519,00;2.026,51;3.492,49;14,49; -   ;3.478,00;2;5.519,00; -   ;5.519,00;2.026,51;3.492,49;14,49; -   ;3.478,00
POSTO TESTE - Matriz;05/04/2019;782;DIESEL B S10 COMUM;3.493,00; -   ;3.493,00;736,56;2.756,44;11,44; -   ;2.745,00;6;3.493,00; -   ;3.493,00;736,56;2.756,44;11,44; -   ;2.745,00
POSTO TESTE - Matriz;06/04/2019;1;GASOLINA COMUM;6.033,00;10.000,00;16.033,00;2.686,25;13.346,75; -   ;12,25;13.359,00;3;6.033,00;10.000,00;16.033,00;2.686,25;13.346,75; -   ;12,25;13.359,00
POSTO TESTE - Matriz;06/04/2019;2;GASOLINA ADITIVADA;7.010,00; -   ;7.010,00;1.563,56;5.446,44;10,44; -   ;5.436,00;1;7.010,00; -   ;7.010,00;1.563,56;5.446,44;10,44; -   ;5.436,00
POSTO TESTE - Matriz;06/04/2019;3;ETANOL COMUM;3.478,00;5.000,00;8.478,00;1.608,44;6.869,56; -   ;19,44;6.889,00;2;3.478,00;5.000,00;8.478,00;1.608,44;6.869,56; -   ;19,44;6.889,00
POSTO TESTE - Matriz;06/04/2019;782;DIESEL B S10 COMUM;2.745,00; -   ;2.745,00;382,56;2.362,44;7,44; -   ;2.355,00;6;2.745,00; -   ;2.745,00;382,56;2.362,44;7,44; -   ;2.355,00
POSTO TESTE - Matriz;07/04/2019;1;GASOLINA COMUM;13.359,00; -   ;13.359,00;2.195,73;11.163,27;30,27; -   ;11.133,00;3;13.359,00; -   ;13.359,00;2.195,73;11.163,27;30,27; -   ;11.133,00
POSTO TESTE - Matriz;07/04/2019;2;GASOLINA ADITIVADA;5.436,00; -   ;5.436,00;948,04;4.487,96;2,96; -   ;4.485,00;1;5.436,00; -   ;5.436,00;948,04;4.487,96;2,96; -   ;4.485,00
POSTO TESTE - Matriz;07/04/2019;3;ETANOL COMUM;6.889,00; -   ;6.889,00;1.295,46;5.593,54;15,54; -   ;5.578,00;2;6.889,00; -   ;6.889,00;1.295,46;5.593,54;15,54; -   ;5.578,00
POSTO TESTE - Matriz;07/04/2019;782;DIESEL B S10 COMUM;2.355,00; -   ;2.355,00;314,15;2.040,85;2,85; -   ;2.038,00;6;2.355,00; -   ;2.355,00;314,15;2.040,85;2,85; -   ;2.038,00
POSTO TESTE - Matriz;08/04/2019;1;GASOLINA COMUM;11.133,00;5.000,00;16.133,00;3.248,96;12.884,04; -   ;18,96;12.903,00;3;11.133,00;5.000,00;16.133,00;3.248,96;12.884,04; -   ;18,96;12.903,00
POSTO TESTE - Matriz;08/04/2019;2;GASOLINA ADITIVADA;4.485,00;5.000,00;9.485,00;2.189,92;7.295,08; -   ;20,92;7.316,00;1;4.485,00;5.000,00;9.485,00;2.189,92;7.295,08; -   ;20,92;7.316,00
POSTO TESTE - Matriz;08/04/2019;3;ETANOL COMUM;5.578,00; -   ;5.578,00;1.947,88;3.630,12;2,12; -   ;3.628,00;2;5.578,00; -   ;5.578,00;1.947,88;3.630,12;2,12; -   ;3.628,00
POSTO TESTE - Matriz;08/04/2019;782;DIESEL B S10 COMUM;2.038,00; -   ;2.038,00;584,45;1.453,55;1,55; -   ;1.452,00;6;2.038,00; -   ;2.038,00;584,45;1.453,55;1,55; -   ;1.452,00
POSTO TESTE - Matriz;09/04/2019;1;GASOLINA COMUM;12.903,00; -   ;12.903,00;2.921,39;9.981,61;10,61; -   ;9.971,00;3;12.903,00; -   ;12.903,00;2.921,39;9.981,61;10,61; -   ;9.971,00
POSTO TESTE - Matriz;09/04/2019;2;GASOLINA ADITIVADA;7.316,00; -   ;7.316,00;1.520,89;5.795,11;9,11; -   ;5.786,00;1;7.316,00; -   ;7.316,00;1.520,89;5.795,11;9,11; -   ;5.786,00
POSTO TESTE - Matriz;09/04/2019;3;ETANOL COMUM;3.628,00;5.000,00;8.628,00;1.904,59;6.723,41; -   ;7,59;6.731,00;2;3.628,00;5.000,00;8.628,00;1.904,59;6.723,41; -   ;7,59;6.731,00
POSTO TESTE - Matriz;09/04/2019;782;DIESEL B S10 COMUM;1.452,00;5.000,00;6.452,00;550,56;5.901,44; -   ;18,56;5.920,00;6;1.452,00;5.000,00;6.452,00;550,56;5.901,44; -   ;18,56;5.920,00
POSTO TESTE - Matriz;10/04/2019;1;GASOLINA COMUM;9.971,00; -   ;9.971,00;2.444,30;7.526,70;6,7; -   ;7.520,00;3;9.971,00; -   ;9.971,00;2.444,30;7.526,70;6,7; -   ;7.520,00
POSTO TESTE - Matriz;10/04/2019;2;GASOLINA ADITIVADA;5.786,00; -   ;5.786,00;1.819,97;3.966,03;2,03; -   ;3.964,00;1;5.786,00; -   ;5.786,00;1.819,97;3.966,03;2,03; -   ;3.964,00
POSTO TESTE - Matriz;10/04/2019;3;ETANOL COMUM;6.731,00; -   ;6.731,00;1.715,76;5.015,24; -   ;2,76;5.018,00;2;6.731,00; -   ;6.731,00;1.715,76;5.015,24; -   ;2,76;5.018,00
POSTO TESTE - Matriz;10/04/2019;782;DIESEL B S10 COMUM;5.920,00; -   ;5.920,00;259,65;5.660,35;2,35; -   ;5.658,00;6;5.920,00; -   ;5.920,00;259,65;5.660,35;2,35; -   ;5.658,00
POSTO TESTE - Matriz;11/04/2019;1;GASOLINA COMUM;7.520,00;5.000,00;12.520,00;2.886,91;9.633,09; -   ;14,91;9.648,00;3;7.520,00;5.000,00;12.520,00;2.886,91;9.633,09; -   ;14,91;9.648,00
POSTO TESTE - Matriz;11/04/2019;2;GASOLINA ADITIVADA;3.964,00;5.000,00;8.964,00;1.125,65;7.838,35; -   ;6,65;7.845,00;1;3.964,00;5.000,00;8.964,00;1.125,65;7.838,35; -   ;6,65;7.845,00
POSTO TESTE - Matriz;11/04/2019;3;ETANOL COMUM;5.018,00; -   ;5.018,00;1.948,58;3.069,42; -   ;8,58;3.078,00;2;5.018,00; -   ;5.018,00;1.948,58;3.069,42; -   ;8,58;3.078,00
POSTO TESTE - Matriz;11/04/2019;782;DIESEL B S10 COMUM;5.658,00; -   ;5.658,00;713,54;4.944,46;2,46; -   ;4.942,00;6;5.658,00; -   ;5.658,00;713,54;4.944,46;2,46; -   ;4.942,00
POSTO TESTE - Matriz;12/04/2019;1;GASOLINA COMUM;9.648,00;10.000,00;19.648,00;3.791,83;15.856,17; -   ;36,83;15.893,00;3;9.648,00;10.000,00;19.648,00;3.791,83;15.856,17; -   ;36,83;15.893,00
POSTO TESTE - Matriz;12/04/2019;2;GASOLINA ADITIVADA;7.845,00; -   ;7.845,00;2.319,04;5.525,96;5,96; -   ;5.520,00;1;7.845,00; -   ;7.845,00;2.319,04;5.525,96;5,96; -   ;5.520,00
POSTO TESTE - Matriz;12/04/2019;3;ETANOL COMUM;3.078,00;5.000,00;8.078,00;2.003,01;6.074,99; -   ;24,01;6.099,00;2;3.078,00;5.000,00;8.078,00;2.003,01;6.074,99; -   ;24,01;6.099,00
POSTO TESTE - Matriz;12/04/2019;782;DIESEL B S10 COMUM;4.942,00; -   ;4.942,00;705,54;4.236,46; -   ;21,54;4.258,00;6;4.942,00; -   ;4.942,00;705,54;4.236,46; -   ;21,54;4.258,00
POSTO TESTE - Matriz;13/04/2019;1;GASOLINA COMUM;15.893,00; -   ;15.893,00;3.432,42;12.460,58;21,58; -   ;12.439,00;3;15.893,00; -   ;15.893,00;3.432,42;12.460,58;21,58; -   ;12.439,00
POSTO TESTE - Matriz;13/04/2019;2;GASOLINA ADITIVADA;5.520,00; -   ;5.520,00;1.925,17;3.594,83;10,83; -   ;3.584,00;1;5.520,00; -   ;5.520,00;1.925,17;3.594,83;10,83; -   ;3.584,00
POSTO TESTE - Matriz;13/04/2019;3;ETANOL COMUM;6.099,00; -   ;6.099,00;2.035,77;4.063,23;5,23; -   ;4.058,00;2;6.099,00; -   ;6.099,00;2.035,77;4.063,23;5,23; -   ;4.058,00
POSTO TESTE - Matriz;13/04/2019;782;DIESEL B S10 COMUM;4.258,00; -   ;4.258,00;239,28;4.018,72;5,72; -   ;4.013,00;6;4.258,00; -   ;4.258,00;239,28;4.018,72;5,72; -   ;4.013,00
POSTO TESTE - Matriz;14/04/2019;1;GASOLINA COMUM;12.439,00; -   ;12.439,00;2.929,83;9.509,17;4,17; -   ;9.505,00;3;12.439,00; -   ;12.439,00;2.929,83;9.509,17;4,17; -   ;9.505,00
POSTO TESTE - Matriz;14/04/2019;2;GASOLINA ADITIVADA;3.584,00; -   ;3.584,00;1.005,28;2.578,72;8,72; -   ;2.570,00;1;3.584,00; -   ;3.584,00;1.005,28;2.578,72;8,72; -   ;2.570,00
POSTO TESTE - Matriz;14/04/2019;3;ETANOL COMUM;4.058,00; -   ;4.058,00;1.772,97;2.285,03;5,03; -   ;2.280,00;2;4.058,00; -   ;4.058,00;1.772,97;2.285,03;5,03; -   ;2.280,00
POSTO TESTE - Matriz;14/04/2019;782;DIESEL B S10 COMUM;4.013,00; -   ;4.013,00;132,03;3.880,97;1,97; -   ;3.879,00;6;4.013,00; -   ;4.013,00;132,03;3.880,97;1,97; -   ;3.879,00
POSTO TESTE - Matriz;15/04/2019;1;GASOLINA COMUM;9.505,00;5.000,00;14.505,00;3.660,83;10.844,17;30,17; -   ;10.814,00;3;9.505,00;5.000,00;14.505,00;3.660,83;10.844,17;30,17; -   ;10.814,00
POSTO TESTE - Matriz;15/04/2019;2;GASOLINA ADITIVADA;2.570,00;5.000,00;7.570,00;2.030,46;5.539,54;4,54; -   ;5.535,00;1;2.570,00;5.000,00;7.570,00;2.030,46;5.539,54;4,54; -   ;5.535,00
POSTO TESTE - Matriz;15/04/2019;3;ETANOL COMUM;2.280,00;5.000,00;7.280,00;2.021,89;5.258,11; -   ;11,89;5.270,00;2;2.280,00;5.000,00;7.280,00;2.021,89;5.258,11; -   ;11,89;5.270,00
POSTO TESTE - Matriz;15/04/2019;782;DIESEL B S10 COMUM;3.879,00; -   ;3.879,00;659,19;3.219,81;8,81; -   ;3.211,00;6;3.879,00; -   ;3.879,00;659,19;3.219,81;8,81; -   ;3.211,00
POSTO TESTE - Matriz;16/04/2019;1;GASOLINA COMUM;10.814,00;5.000,00;15.814,00;3.389,19;12.424,81; -   ;46,19;12.471,00;3;10.814,00;5.000,00;15.814,00;3.389,19;12.424,81; -   ;46,19;12.471,00
POSTO TESTE - Matriz;16/04/2019;2;GASOLINA ADITIVADA;5.535,00; -   ;5.535,00;1.686,11;3.848,89;3,89; -   ;3.845,00;1;5.535,00; -   ;5.535,00;1.686,11;3.848,89;3,89; -   ;3.845,00
POSTO TESTE - Matriz;16/04/2019;3;ETANOL COMUM;5.270,00;5.000,00;10.270,00;2.245,37;8.024,63; -   ;11,37;8.036,00;2;5.270,00;5.000,00;10.270,00;2.245,37;8.024,63; -   ;11,37;8.036,00
POSTO TESTE - Matriz;16/04/2019;782;DIESEL B S10 COMUM;3.211,00; -   ;3.211,00;369,55;2.841,45;8,45; -   ;2.833,00;6;3.211,00; -   ;3.211,00;369,55;2.841,45;8,45; -   ;2.833,00
POSTO TESTE - Matriz;17/04/2019;1;GASOLINA COMUM;12.471,00;5.000,00;17.471,00;3.549,54;13.921,46; -   ;18,54;13.940,00;3;12.471,00;5.000,00;17.471,00;3.549,54;13.921,46; -   ;18,54;13.940,00
POSTO TESTE - Matriz;17/04/2019;2;GASOLINA ADITIVADA;3.845,00;5.000,00;8.845,00;1.239,37;7.605,63; -   ;19,37;7.625,00;1;3.845,00;5.000,00;8.845,00;1.239,37;7.605,63; -   ;19,37;7.625,00
POSTO TESTE - Matriz;17/04/2019;3;ETANOL COMUM;8.036,00; -   ;8.036,00;2.132,33;5.903,67; -   ;6,33;5.910,00;2;8.036,00; -   ;8.036,00;2.132,33;5.903,67; -   ;6,33;5.910,00
POSTO TESTE - Matriz;17/04/2019;782;DIESEL B S10 COMUM;2.833,00; -   ;2.833,00;694,33;2.138,67;3,67; -   ;2.135,00;6;2.833,00; -   ;2.833,00;694,33;2.138,67;3,67; -   ;2.135,00
POSTO TESTE - Matriz;18/04/2019;1;GASOLINA COMUM;13.940,00;5.000,00;18.940,00;3.713,64;15.226,36;6,35; -   ;15.220,00;3;13.940,00;5.000,00;18.940,00;3.713,64;15.226,36;6,35; -   ;15.220,00
POSTO TESTE - Matriz;18/04/2019;2;GASOLINA ADITIVADA;7.625,00; -   ;7.625,00;1.509,96;6.115,05;5,05; -   ;6.110,00;1;7.625,00; -   ;7.625,00;1.509,96;6.115,05;5,05; -   ;6.110,00
POSTO TESTE - Matriz;18/04/2019;3;ETANOL COMUM;5.910,00; -   ;5.910,00;2.388,52;3.521,48;6,49; -   ;3.515,00;2;5.910,00; -   ;5.910,00;2.388,52;3.521,48;6,49; -   ;3.515,00
POSTO TESTE - Matriz;18/04/2019;782;DIESEL B S10 COMUM;2.135,00;5.000,00;7.135,00;706,85;6.428,15; -   ;24,85;6.453,00;6;2.135,00;5.000,00;7.135,00;706,85;6.428,15; -   ;24,85;6.453,00
POSTO TESTE - Matriz;19/04/2019;1;GASOLINA COMUM;15.220,00; -   ;15.220,00;644,74;14.575,26;5,26; -   ;14.570,00;3;15.220,00; -   ;15.220,00;644,74;14.575,26;5,26; -   ;14.570,00
POSTO TESTE - Matriz;19/04/2019;2;GASOLINA ADITIVADA;6.110,00; -   ;6.110,00;872,5;5.237,50;17,5; -   ;5.220,00;1;6.110,00; -   ;6.110,00;872,5;5.237,50;17,5; -   ;5.220,00
POSTO TESTE - Matriz;19/04/2019;3;ETANOL COMUM;3.515,00; -   ;3.515,00;1.451,23;2.063,77;3,77; -   ;2.060,00;2;3.515,00; -   ;3.515,00;1.451,23;2.063,77;3,77; -   ;2.060,00
POSTO TESTE - Matriz;19/04/2019;782;DIESEL B S10 COMUM;6.453,00; -   ;6.453,00;111,14;6.341,86; -   ;10,14;6.352,00;6;6.453,00; -   ;6.453,00;111,14;6.341,86; -   ;10,14;6.352,00
POSTO TESTE - Matriz;20/04/2019;1;GASOLINA COMUM;14.570,00;5.000,00;19.570,00;2.269,08;17.300,92; -   ;43,08;17.344,00;3;14.570,00;5.000,00;19.570,00;2.269,08;17.300,92; -   ;43,08;17.344,00
POSTO TESTE - Matriz;20/04/2019;2;GASOLINA ADITIVADA;5.220,00; -   ;5.220,00;504,255;4.715,75;5,74; -   ;4.710,00;1;5.220,00; -   ;5.220,00;504,255;4.715,75;5,74; -   ;4.710,00
POSTO TESTE - Matriz;20/04/2019;3;ETANOL COMUM;2.060,00;5.000,00;7.060,00;1.409,67;5.650,33; -   ;19,67;5.670,00;2;2.060,00;5.000,00;7.060,00;1.409,67;5.650,33; -   ;19,67;5.670,00
POSTO TESTE - Matriz;20/04/2019;782;DIESEL B S10 COMUM;6.352,00; -   ;6.352,00;268,56;6.083,44; -   ;0,56;6.084,00;6;6.352,00; -   ;6.352,00;268,56;6.083,44; -   ;0,56;6.084,00
POSTO TESTE - Matriz;21/04/2019;1;GASOLINA COMUM;17.344,00; -   ;17.344,00;2.111,09;15.232,91; -   ;47,09;15.280,00;3;17.344,00; -   ;17.344,00;2.111,09;15.232,91; -   ;47,09;15.280,00
POSTO TESTE - Matriz;21/04/2019;2;GASOLINA ADITIVADA;4.710,00; -   ;4.710,00;586,23;4.123,77; -   ;17,23;4.141,00;1;4.710,00; -   ;4.710,00;586,23;4.123,77; -   ;17,23;4.141,00
POSTO TESTE - Matriz;21/04/2019;3;ETANOL COMUM;5.670,00; -   ;5.670,00;1.388,71;4.281,29;14,29; -   ;4.267,00;2;5.670,00; -   ;5.670,00;1.388,71;4.281,29;14,29; -   ;4.267,00
POSTO TESTE - Matriz;21/04/2019;782;DIESEL B S10 COMUM;6.084,00; -   ;6.084,00;178,04;5.905,96;1,96; -   ;5.904,00;6;6.084,00; -   ;6.084,00;178,04;5.905,96;1,96; -   ;5.904,00
POSTO TESTE - Matriz;22/04/2019;1;GASOLINA COMUM;15.280,00;5.000,00;20.280,00;3.240,01;17.039,99;5,99; -   ;17.034,00;3;15.280,00;5.000,00;20.280,00;3.240,01;17.039,99;5,99; -   ;17.034,00
POSTO TESTE - Matriz;22/04/2019;2;GASOLINA ADITIVADA;4.141,00;5.000,00;9.141,00;728,39;8.412,61; -   ;31,39;8.444,00;1;4.141,00;5.000,00;9.141,00;728,39;8.412,61; -   ;31,39;8.444,00
POSTO TESTE - Matriz;22/04/2019;3;ETANOL COMUM;4.267,00; -   ;4.267,00;1.656,92;2.610,08;5,08; -   ;2.605,00;2;4.267,00; -   ;4.267,00;1.656,92;2.610,08;5,08; -   ;2.605,00
POSTO TESTE - Matriz;22/04/2019;782;DIESEL B S10 COMUM;5.904,00; -   ;5.904,00;371,6;5.532,40;6,4; -   ;5.526,00;6;5.904,00; -   ;5.904,00;371,6;5.532,40;6,4; -   ;5.526,00
POSTO TESTE - Matriz;23/04/2019;1;GASOLINA COMUM;17.034,00; -   ;17.034,00;2.799,17;14.234,83;29,83; -   ;14.205,00;3;17.034,00; -   ;17.034,00;2.799,17;14.234,83;29,83; -   ;14.205,00
POSTO TESTE - Matriz;23/04/2019;2;GASOLINA ADITIVADA;8.444,00; -   ;8.444,00;530,09;7.913,91;18,91; -   ;7.895,00;1;8.444,00; -   ;8.444,00;530,09;7.913,91;18,91; -   ;7.895,00
POSTO TESTE - Matriz;23/04/2019;3;ETANOL COMUM;2.605,00; -   ;2.605,00;1.823,41;781,59;1,59; -   ;780;2;2.605,00; -   ;2.605,00;1.823,41;781,59;1,59; -   ;780
POSTO TESTE - Matriz;23/04/2019;782;DIESEL B S10 COMUM;5.526,00; -   ;5.526,00;363,75;5.162,25; -   ;9,75;5.172,00;6;5.526,00; -   ;5.526,00;363,75;5.162,25; -   ;9,75;5.172,00
POSTO TESTE - Matriz;24/04/2019;1;GASOLINA COMUM;14.205,00;5.000,00;19.205,00;3.396,35;15.808,65; -   ;9,35;15.818,00;3;14.205,00;5.000,00;19.205,00;3.396,35;15.808,65; -   ;9,35;15.818,00
POSTO TESTE - Matriz;24/04/2019;2;GASOLINA ADITIVADA;7.895,00; -   ;7.895,00;1.042,64;6.852,36;7,36; -   ;6.845,00;1;7.895,00; -   ;7.895,00;1.042,64;6.852,36;7,36; -   ;6.845,00
POSTO TESTE - Matriz;24/04/2019;3;ETANOL COMUM;780; -   ;780;540,63;239,37; -   ;0,63;240;2;780; -   ;780;540,63;239,37; -   ;0,63;240
POSTO TESTE - Matriz;24/04/2019;782;DIESEL B S10 COMUM;5.172,00; -   ;5.172,00;548,94;4.623,06; -   ;9,94;4.633,00;6;5.172,00; -   ;5.172,00;548,94;4.623,06; -   ;9,94;4.633,00
POSTO TESTE - Matriz;25/04/2019;1;GASOLINA COMUM;15.818,00; -   ;15.818,00;3.291,13;12.526,87;50,87; -   ;12.476,00;3;15.818,00; -   ;15.818,00;3.291,13;12.526,87;50,87; -   ;12.476,00
POSTO TESTE - Matriz;25/04/2019;2;GASOLINA ADITIVADA;6.845,00; -   ;6.845,00;1.595,02;5.249,98;7,98; -   ;5.242,00;1;6.845,00; -   ;6.845,00;1.595,02;5.249,98;7,98; -   ;5.242,00
POSTO TESTE - Matriz;25/04/2019;3;ETANOL COMUM;240; -   ;240; -   ;240; -   ; -   ;240;2;240; -   ;240; -   ;240; -   ; -   ;240
POSTO TESTE - Matriz;25/04/2019;782;DIESEL B S10 COMUM;4.633,00; -   ;4.633,00;635,55;3.997,45; -   ;1,55;3.999,00;6;4.633,00; -   ;4.633,00;635,55;3.997,45; -   ;1,55;3.999,00
POSTO TESTE - Matriz;26/04/2019;1;GASOLINA COMUM;12.476,00; -   ;12.476,00;3.173,30;9.302,70;24,7; -   ;9.278,00;3;12.476,00; -   ;12.476,00;3.173,30;9.302,70;24,7; -   ;9.278,00
POSTO TESTE - Matriz;26/04/2019;2;GASOLINA ADITIVADA;5.242,00; -   ;5.242,00;2.079,55;3.162,45;2,45; -   ;3.160,00;1;5.242,00; -   ;5.242,00;2.079,55;3.162,45;2,45; -   ;3.160,00
POSTO TESTE - Matriz;26/04/2019;3;ETANOL COMUM;240;5.000,00;5.240,00;937,41;4.302,59; -   ;11,41;4.314,00;2;240;5.000,00;5.240,00;937,41;4.302,59; -   ;11,41;4.314,00
POSTO TESTE - Matriz;26/04/2019;782;DIESEL B S10 COMUM;3.999,00; -   ;3.999,00;370,42;3.628,58; -   ;1,42;3.630,00;6;3.999,00; -   ;3.999,00;370,42;3.628,58; -   ;1,42;3.630,00
POSTO TESTE - Matriz;27/04/2019;1;GASOLINA COMUM;9.278,00;5.000,00;14.278,00;2.854,10;11.423,90;40,9; -   ;11.383,00;3;9.278,00;5.000,00;14.278,00;2.854,10;11.423,90;40,9; -   ;11.383,00
POSTO TESTE - Matriz;27/04/2019;2;GASOLINA ADITIVADA;3.160,00; -   ;3.160,00;1.167,59;1.992,41;2,41; -   ;1.990,00;1;3.160,00; -   ;3.160,00;1.167,59;1.992,41;2,41; -   ;1.990,00
POSTO TESTE - Matriz;27/04/2019;3;ETANOL COMUM;4.314,00;5.000,00;9.314,00;2.139,98;7.174,02; -   ;24,98;7.199,00;2;4.314,00;5.000,00;9.314,00;2.139,98;7.174,02; -   ;24,98;7.199,00
