Empresa;Dt. Fechamento;Cód. Item;Descrição; Estoque de Abertura ; Vol. Recebido ; Vol. Disponível ; Vol. Total das Saídas ; Estoque Escritural ; Vl. Perda ; Vl. Ganho ; Estoque de Fechamento ; [1310] Tanque ; [1310] Estoque de Abertura ; [1310] Vol. Recebido ; [1310] Vol. Disponível ; [1310] Vol. Total das Saídas ; [1310] Estoque Escritural ; [1310] Vl. Perda ; [1310] Vl. Ganho ; [1310] Vol. Aferido 
POSTO TESTE - Matriz;29/07/2019;2;GASOLINA ADITIVADA;7.519,00; -   ;7.519,00;1.114,83;6.404,17; -   ;18,83;6.423,00;1;7.519,00; -   ;7.519,00;1.114,83;6.404,17; -   ;18,83;6.423,00
POSTO TESTE - Matriz;29/07/2019;3;ETANOL COMUM;3.394,00;5.000,00;8.394,00;1.693,63;6.700,37; -   ;29,63;6.730,00;2;3.394,00;5.000,00;8.394,00;1.693,63;6.700,37; -   ;29,63;6.730,00
POSTO TESTE - Matriz;29/07/2019;782;DIESEL B S10 COMUM;2.590,00; -   ;2.590,00;468,43;2.121,57;11,57; -   ;2.110,00;6;2.590,00; -   ;2.590,00;468,43;2.121,57;11,57; -   ;2.110,00
POSTO TESTE - Matriz;30/07/2019;1;GASOLINA COMUM;13.840,00; -   ;13.840,00;2.573,97;11.266,03; -   ;50,03;11.216,00;3;13.840,00; -   ;13.840,00;2.573,97;11.266,03; -   ;50,03;11.216,00
POSTO TESTE - Matriz;30/07/2019;2;GASOLINA ADITIVADA;6.423,00; -   ;6.423,00;1.226,49;5.196,51;16,51; -   ;5.180,00;1;6.423,00; -   ;6.423,00;1.226,49;5.196,51;16,51; -   ;5.180,00
POSTO TESTE - Matriz;30/07/2019;3;ETANOL COMUM;6.730,00; -   ;6.730,00;1.566,35;5.163,65;13,65; -   ;5.150,00;2;6.730,00; -   ;6.730,00;1.566,35;5.163,65;13,65; -   ;5.150,00
POSTO TESTE - Matriz;30/07/2019;782;DIESEL B S10 COMUM;2.110,00; -   ;2.110,00;381,65;1.728,35;8,35; -   ;1.720,00;6;2.110,00; -   ;2.110,00;381,65;1.728,35;8,35; -   ;1.720,00
POSTO TESTE - Matriz;31/07/2019;1;GASOLINA COMUM;11.216,00; -   ;11.216,00;2.673,89;8.542,11;38,11; -   ;8.504,00;3;11.216,00; -   ;11.216,00;2.673,89;8.542,11;38,11; -   ;8.504,00
POSTO TESTE - Matriz;31/07/2019;2;GASOLINA ADITIVADA;5.180,00; -   ;5.180,00;1.484,99;3.695,01;19,01; -   ;3.676,00;1;5.180,00; -   ;5.180,00;1.484,99;3.695,01;19,01; -   ;3.676,00
POSTO TESTE - Matriz;31/07/2019;3;ETANOL COMUM;5.150,00; -   ;5.150,00;1.837,73;3.312,27; -   ;16,73;3.329,00;2;5.150,00; -   ;5.150,00;1.837,73;3.312,27; -   ;16,73;3.329,00
POSTO TESTE - Matriz;31/07/2019;782;DIESEL B S10 COMUM;1.720,00; -   ;1.720,00;618,71;1.101,29;0,29; -   ;1.101,00;6;1.720,00; -   ;1.720,00;618,71;1.101,29;0,29; -   ;1.101,00
POSTO TESTE - Matriz;01/08/2019;1;GASOLINA COMUM;8.504,00;5.000,00;13.504,00;3.133,24;10.370,76; -   ;48,24;10.419,00;3;8.504,00;5.000,00;13.504,00;3.133,24;10.370,76; -   ;48,24;10.419,00
POSTO TESTE - Matriz;01/08/2019;2;GASOLINA ADITIVADA;3.676,00; -   ;3.676,00;1.283,24;2.392,76;12,76; -   ;2.380,00;1;3.676,00; -   ;3.676,00;1.283,24;2.392,76;12,76; -   ;2.380,00
POSTO TESTE - Matriz;01/08/2019;3;ETANOL COMUM;3.329,00;5.000,00;8.329,00;2.117,31;6.211,69;25,69; -   ;6.186,00;2;3.329,00;5.000,00;8.329,00;2.117,31;6.211,69;25,69; -   ;6.186,00
POSTO TESTE - Matriz;01/08/2019;782;DIESEL B S10 COMUM;1.101,00;5.000,00;6.101,00;574,65;5.526,35; -   ;3,65;5.530,00;6;1.101,00;5.000,00;6.101,00;574,65;5.526,35; -   ;3,65;5.530,00
POSTO TESTE - Matriz;02/08/2019;782;DIESEL B S10 COMUM;5.530,00; -   ;5.530,00;459;5.071,00; -   ;14;5.085,00;6;5.530,00; -   ;5.530,00;459;5.071,00; -   ;14;5.085,00
POSTO TESTE - Matriz;02/08/2019;1;GASOLINA COMUM;10.419,00;5.000,00;15.419,00;2.861,43;12.557,57; -   ;34,43;12.592,00;3;10.419,00;5.000,00;15.419,00;2.861,43;12.557,57; -   ;34,43;12.592,00
POSTO TESTE - Matriz;02/08/2019;2;GASOLINA ADITIVADA;2.380,00;5.000,00;7.380,00;1.839,47;5.540,53; -   ;8,47;5.549,00;1;2.380,00;5.000,00;7.380,00;1.839,47;5.540,53; -   ;8,47;5.549,00
POSTO TESTE - Matriz;02/08/2019;3;ETANOL COMUM;6.186,00; -   ;6.186,00;2.323,99;3.862,01; -   ;17,99;3.880,00;2;6.186,00; -   ;6.186,00;2.323,99;3.862,01; -   ;17,99;3.880,00
POSTO TESTE - Matriz;03/08/2019;1;GASOLINA COMUM;12.592,00;5.000,00;17.592,00;2.543,45;15.048,55; -   ;17,45;15.066,00;3;12.592,00;5.000,00;17.592,00;2.543,45;15.048,55; -   ;17,45;15.066,00
POSTO TESTE - Matriz;03/08/2019;2;GASOLINA ADITIVADA;5.549,00; -   ;5.549,00;1.729,21;3.819,79;12,79; -   ;3.807,00;1;5.549,00; -   ;5.549,00;1.729,21;3.819,79;12,79; -   ;3.807,00
POSTO TESTE - Matriz;03/08/2019;3;ETANOL COMUM;3.880,00;5.000,00;8.880,00;1.767,14;7.112,86; -   ;22,14;7.135,00;2;3.880,00;5.000,00;8.880,00;1.767,14;7.112,86; -   ;22,14;7.135,00
POSTO TESTE - Matriz;03/08/2019;782;DIESEL B S10 COMUM;5.085,00; -   ;5.085,00;370,53;4.714,47; -   ;3,53;4.718,00;6;5.085,00; -   ;5.085,00;370,53;4.714,47; -   ;3,53;4.718,00
POSTO TESTE - Matriz;04/08/2019;782;DIESEL B S10 COMUM;4.718,00; -   ;4.718,00;247,9;4.470,10; -   ;19,9;4.490,00;6;4.718,00; -   ;4.718,00;247,9;4.470,10; -   ;19,9;4.490,00
POSTO TESTE - Matriz;04/08/2019;1;GASOLINA COMUM;15.066,00; -   ;15.066,00;2.013,82;13.052,18; -   ;19,82;13.072,00;3;15.066,00; -   ;15.066,00;2.013,82;13.052,18; -   ;19,82;13.072,00
POSTO TESTE - Matriz;04/08/2019;2;GASOLINA ADITIVADA;3.807,00; -   ;3.807,00;1.106,48;2.700,52;7,52; -   ;2.693,00;1;3.807,00; -   ;3.807,00;1.106,48;2.700,52;7,52; -   ;2.693,00
POSTO TESTE - Matriz;04/08/2019;3;ETANOL COMUM;7.135,00; -   ;7.135,00;1.326,78;5.808,22;0,22; -   ;5.808,00;2;7.135,00; -   ;7.135,00;1.326,78;5.808,22;0,22; -   ;5.808,00
POSTO TESTE - Matriz;05/08/2019;1;GASOLINA COMUM;13.072,00;5.000,00;18.072,00;3.034,93;15.037,07; -   ;3,93;15.041,00;3;13.072,00;5.000,00;18.072,00;3.034,93;15.037,07; -   ;3,93;15.041,00
POSTO TESTE - Matriz;05/08/2019;2;GASOLINA ADITIVADA;2.693,00;5.000,00;7.693,00;1.462,15;6.230,85; -   ;4,15;6.235,00;1;2.693,00;5.000,00;7.693,00;1.462,15;6.230,85; -   ;4,15;6.235,00
POSTO TESTE - Matriz;05/08/2019;3;ETANOL COMUM;5.808,00; -   ;5.808,00;1.784,15;4.023,85; -   ;17,15;4.041,00;2;5.808,00; -   ;5.808,00;1.784,15;4.023,85; -   ;17,15;4.041,00
POSTO TESTE - Matriz;05/08/2019;782;DIESEL B S10 COMUM;4.490,00; -   ;4.490,00;899,73;3.590,27; -   ;9,73;3.600,00;6;4.490,00; -   ;4.490,00;899,73;3.590,27; -   ;9,73;3.600,00
POSTO TESTE - Matriz;06/08/2019;782;DIESEL B S10 COMUM;3.600,00; -   ;3.600,00;368,19;3.231,81;7,81; -   ;3.224,00;6;3.600,00; -   ;3.600,00;368,19;3.231,81;7,81; -   ;3.224,00
POSTO TESTE - Matriz;06/08/2019;1;GASOLINA COMUM;15.041,00; -   ;15.041,00;2.121,46;12.919,54; -   ;15,46;12.935,00;3;15.041,00; -   ;15.041,00;2.121,46;12.919,54; -   ;15,46;12.935,00
POSTO TESTE - Matriz;06/08/2019;2;GASOLINA ADITIVADA;6.235,00; -   ;6.235,00;1.797,10;4.437,90; -   ;22,1;4.460,00;1;6.235,00; -   ;6.235,00;1.797,10;4.437,90; -   ;22,1;4.460,00
POSTO TESTE - Matriz;06/08/2019;3;ETANOL COMUM;4.041,00;5.000,00;9.041,00;1.669,45;7.371,55; -   ;17,45;7.389,00;2;4.041,00;5.000,00;9.041,00;1.669,45;7.371,55; -   ;17,45;7.389,00
POSTO TESTE - Matriz;07/08/2019;1;GASOLINA COMUM;12.935,00; -   ;12.935,00;2.849,45;10.085,55; -   ;0,45;10.086,00;3;12.935,00; -   ;12.935,00;2.849,45;10.085,55; -   ;0,45;10.086,00
POSTO TESTE - Matriz;07/08/2019;2;GASOLINA ADITIVADA;4.460,00; -   ;4.460,00;1.470,47;2.989,53;6,53; -   ;2.983,00;1;4.460,00; -   ;4.460,00;1.470,47;2.989,53;6,53; -   ;2.983,00
POSTO TESTE - Matriz;07/08/2019;3;ETANOL COMUM;7.389,00; -   ;7.389,00;1.769,24;5.619,76; -   ;10,24;5.630,00;2;7.389,00; -   ;7.389,00;1.769,24;5.619,76; -   ;10,24;5.630,00
POSTO TESTE - Matriz;07/08/2019;782;DIESEL B S10 COMUM;3.224,00; -   ;3.224,00;686,74;2.537,26;11,26; -   ;2.526,00;6;3.224,00; -   ;3.224,00;686,74;2.537,26;11,26; -   ;2.526,00
POSTO TESTE - Matriz;08/08/2019;782;DIESEL B S10 COMUM;2.526,00; -   ;2.526,00;555,87;1.970,13;7,13; -   ;1.963,00;6;2.526,00; -   ;2.526,00;555,87;1.970,13;7,13; -   ;1.963,00
POSTO TESTE - Matriz;08/08/2019;1;GASOLINA COMUM;10.086,00;5.000,00;15.086,00;2.411,07;12.674,93; -   ;3,07;12.678,00;3;10.086,00;5.000,00;15.086,00;2.411,07;12.674,93; -   ;3,07;12.678,00
POSTO TESTE - Matriz;08/08/2019;2;GASOLINA ADITIVADA;2.983,00;5.000,00;7.983,00;1.836,36;6.146,64; -   ;10,36;6.157,00;1;2.983,00;5.000,00;7.983,00;1.836,36;6.146,64; -   ;10,36;6.157,00
POSTO TESTE - Matriz;08/08/2019;3;ETANOL COMUM;5.630,00; -   ;5.630,00;1.767,95;3.862,05; -   ;0,95;3.863,00;2;5.630,00; -   ;5.630,00;1.767,95;3.862,05; -   ;0,95;3.863,00
POSTO TESTE - Matriz;09/08/2019;1;GASOLINA COMUM;12.678,00; -   ;12.678,00;2.856,20;9.821,80; -   ;25,2;9.847,00;3;12.678,00; -   ;12.678,00;2.856,20;9.821,80; -   ;25,2;9.847,00
POSTO TESTE - Matriz;09/08/2019;2;GASOLINA ADITIVADA;6.157,00; -   ;6.157,00;2.544,31;3.612,69; -   ;3,31;3.616,00;1;6.157,00; -   ;6.157,00;2.544,31;3.612,69; -   ;3,31;3.616,00
POSTO TESTE - Matriz;09/08/2019;3;ETANOL COMUM;3.863,00;5.000,00;8.863,00;1.999,13;6.863,87; -   ;14,13;6.878,00;2;3.863,00;5.000,00;8.863,00;1.999,13;6.863,87; -   ;14,13;6.878,00
POSTO TESTE - Matriz;09/08/2019;782;DIESEL B S10 COMUM;1.963,00;5.000,00;6.963,00;747,16;6.215,84; -   ;10,16;6.226,00;6;1.963,00;5.000,00;6.963,00;747,16;6.215,84; -   ;10,16;6.226,00
POSTO TESTE - Matriz;05/11/2019;1;GASOLINA COMUM;4.897,00;10.000,00;14.897,00;3.607,32;11.289,68; -   ;7,316;11.297,00;3;4.897,00;10.000,00;14.897,00;3.607,32;11.289,68; -   ;7,316;11.297,00
POSTO TESTE - Matriz;05/11/2019;2;ETANOL;2.931,00;5.000,00;7.931,00;1.868,24;6.062,76; -   ;22,243;6.085,00;2;2.931,00;5.000,00;7.931,00;1.868,24;6.062,76; -   ;22,243;6.085,00
POSTO TESTE - Matriz;05/11/2019;3;GASOLINA ADITIVADA;9.639,00; -   ;9.639,00;1.605,35;8.033,65;35,649; -   ;7.998,00;1;9.639,00; -   ;9.639,00;1.605,35;8.033,65;35,649; -   ;7.998,00
POSTO TESTE - Matriz;05/11/2019;5;DIESEL B S10 COMUM;6.068,00; -   ;6.068,00;505,7;5.562,30;14,3; -   ;5.548,00;4;6.068,00; -   ;6.068,00;505,7;5.562,30;14,3; -   ;5.548,00
POSTO TESTE - Matriz;05/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;06/11/2019;1;GASOLINA COMUM;11.297,00; -   ;11.297,00;3.457,64;7.839,36;40,36; -   ;7.799,00;3;11.297,00; -   ;11.297,00;3.457,64;7.839,36;40,36; -   ;7.799,00
POSTO TESTE - Matriz;06/11/2019;2;ETANOL;6.085,00; -   ;6.085,00;1.782,86;4.302,14;14,139; -   ;4.288,00;2;6.085,00; -   ;6.085,00;1.782,86;4.302,14;14,139; -   ;4.288,00
POSTO TESTE - Matriz;06/11/2019;3;GASOLINA ADITIVADA;7.998,00; -   ;7.998,00;1.312,97;6.685,03;2,034; -   ;6.683,00;1;7.998,00; -   ;7.998,00;1.312,97;6.685,03;2,034; -   ;6.683,00
POSTO TESTE - Matriz;06/11/2019;5;DIESEL B S10 COMUM;5.548,00; -   ;5.548,00;765,699;4.782,30;18,301; -   ;4.764,00;4;5.548,00; -   ;5.548,00;765,699;4.782,30;18,301; -   ;4.764,00
POSTO TESTE - Matriz;06/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;07/11/2019;1;GASOLINA COMUM;7.799,00;10.000,00;17.799,00;3.996,35;13.802,66; -   ;52,345;13.855,00;3;7.799,00;10.000,00;17.799,00;3.996,35;13.802,66; -   ;52,345;13.855,00
POSTO TESTE - Matriz;07/11/2019;2;ETANOL;4.288,00;5.000,00;9.288,00;1.649,87;7.638,13; -   ;20,874;7.659,00;2;4.288,00;5.000,00;9.288,00;1.649,87;7.638,13; -   ;20,874;7.659,00
POSTO TESTE - Matriz;07/11/2019;3;GASOLINA ADITIVADA;6.683,00;5.000,00;11.683,00;1.467,81;10.215,19; -   ;25,807;10.241,00;1;6.683,00;5.000,00;11.683,00;1.467,81;10.215,19; -   ;25,807;10.241,00
POSTO TESTE - Matriz;07/11/2019;5;DIESEL B S10 COMUM;4.764,00;5.000,00;9.764,00;1.200,10;8.563,90; -   ;39,099;8.603,00;4;4.764,00;5.000,00;9.764,00;1.200,10;8.563,90; -   ;39,099;8.603,00
POSTO TESTE - Matriz;07/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;08/11/2019;1;GASOLINA COMUM;13.855,00; -   ;13.855,00;4.017,83;9.837,17;47,173; -   ;9.790,00;3;13.855,00; -   ;13.855,00;4.017,83;9.837,17;47,173; -   ;9.790,00
POSTO TESTE - Matriz;08/11/2019;2;ETANOL;7.659,00; -   ;7.659,00;2.382,34;5.276,66; -   ;23,344;5.300,00;2;7.659,00; -   ;7.659,00;2.382,34;5.276,66; -   ;23,344;5.300,00
POSTO TESTE - Matriz;08/11/2019;3;GASOLINA ADITIVADA;10.241,00; -   ;10.241,00;1.980,12;8.260,88;10,882; -   ;8.250,00;1;10.241,00; -   ;10.241,00;1.980,12;8.260,88;10,882; -   ;8.250,00
POSTO TESTE - Matriz;08/11/2019;5;DIESEL B S10 COMUM;8.603,00; -   ;8.603,00;1.073,24;7.529,77; -   ;15,235;7.545,00;4;8.603,00; -   ;8.603,00;1.073,24;7.529,77; -   ;15,235;7.545,00
POSTO TESTE - Matriz;08/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;09/11/2019;1;GASOLINA COMUM;9.790,00;5.000,00;14.790,00;3.885,40;10.904,60; -   ;13,399;10.918,00;3;9.790,00;5.000,00;14.790,00;3.885,40;10.904,60; -   ;13,399;10.918,00
POSTO TESTE - Matriz;09/11/2019;2;ETANOL;5.300,00; -   ;5.300,00;2.213,89;3.086,11;7,11; -   ;3.079,00;2;5.300,00; -   ;5.300,00;2.213,89;3.086,11;7,11; -   ;3.079,00
POSTO TESTE - Matriz;09/11/2019;3;GASOLINA ADITIVADA;8.250,00; -   ;8.250,00;1.684,79;6.565,21; -   ;18,794;6.584,00;1;8.250,00; -   ;8.250,00;1.684,79;6.565,21; -   ;18,794;6.584,00
POSTO TESTE - Matriz;09/11/2019;5;DIESEL B S10 COMUM;7.545,00; -   ;7.545,00;941,484;6.603,52;9,516; -   ;6.594,00;4;7.545,00; -   ;7.545,00;941,484;6.603,52;9,516; -   ;6.594,00
POSTO TESTE - Matriz;09/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;10/11/2019;1;GASOLINA COMUM;10.918,00; -   ;10.918,00;2.892,21;8.025,79;34,793; -   ;7.991,00;3;10.918,00; -   ;10.918,00;2.892,21;8.025,79;34,793; -   ;7.991,00
POSTO TESTE - Matriz;10/11/2019;2;ETANOL;3.079,00; -   ;3.079,00;1.600,54;1.478,46; -   ;1,536;1.480,00;2;3.079,00; -   ;3.079,00;1.600,54;1.478,46; -   ;1,536;1.480,00
POSTO TESTE - Matriz;10/11/2019;3;GASOLINA ADITIVADA;6.584,00; -   ;6.584,00;1.332,76;5.251,24;6,243; -   ;5.245,00;1;6.584,00; -   ;6.584,00;1.332,76;5.251,24;6,243; -   ;5.245,00
POSTO TESTE - Matriz;10/11/2019;5;DIESEL B S10 COMUM;6.594,00; -   ;6.594,00;267,904;6.326,10;18,096; -   ;6.308,00;4;6.594,00; -   ;6.594,00;267,904;6.326,10;18,096; -   ;6.308,00
POSTO TESTE - Matriz;10/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;11/11/2019;1;GASOLINA COMUM;7.991,00;10.000,00;17.991,00;3.569,50;14.421,50; -   ;18,499;14.440,00;3;7.991,00;10.000,00;17.991,00;3.569,50;14.421,50; -   ;18,499;14.440,00
POSTO TESTE - Matriz;11/11/2019;2;ETANOL;1.480,00;5.000,00;6.480,00;1.722,05;4.757,95;8,954; -   ;4.749,00;2;1.480,00;5.000,00;6.480,00;1.722,05;4.757,95;8,954; -   ;4.749,00
POSTO TESTE - Matriz;11/11/2019;3;GASOLINA ADITIVADA;5.245,00;5.000,00;10.245,00;1.733,65;8.511,35;16,348; -   ;8.495,00;1;5.245,00;5.000,00;10.245,00;1.733,65;8.511,35;16,348; -   ;8.495,00
POSTO TESTE - Matriz;11/11/2019;5;DIESEL B S10 COMUM;6.308,00; -   ;6.308,00;1.307,41;5.000,59;5,588; -   ;4.995,00;4;6.308,00; -   ;6.308,00;1.307,41;5.000,59;5,588; -   ;4.995,00
POSTO TESTE - Matriz;11/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;12/11/2019;1;GASOLINA COMUM;14.440,00; -   ;14.440,00;3.564,38;10.875,62;23,619; -   ;10.852,00;3;14.440,00; -   ;14.440,00;3.564,38;10.875,62;23,619; -   ;10.852,00
POSTO TESTE - Matriz;12/11/2019;2;ETANOL;4.749,00; -   ;4.749,00;1.701,77;3.047,23;7,228; -   ;3.040,00;2;4.749,00; -   ;4.749,00;1.701,77;3.047,23;7,228; -   ;3.040,00
POSTO TESTE - Matriz;12/11/2019;3;GASOLINA ADITIVADA;8.495,00; -   ;8.495,00;1.669,15;6.825,85;27,846; -   ;6.798,00;1;8.495,00; -   ;8.495,00;1.669,15;6.825,85;27,846; -   ;6.798,00
POSTO TESTE - Matriz;12/11/2019;5;DIESEL B S10 COMUM;4.995,00; -   ;4.995,00;995,073;3.999,93;15,927; -   ;3.984,00;4;4.995,00; -   ;4.995,00;995,073;3.999,93;15,927; -   ;3.984,00
POSTO TESTE - Matriz;12/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;13/11/2019;1;GASOLINA COMUM;10.852,00;5.000,00;15.852,00;3.243,27;12.608,73; -   ;55,273;12.664,00;3;10.852,00;5.000,00;15.852,00;3.243,27;12.608,73; -   ;55,273;12.664,00
POSTO TESTE - Matriz;13/11/2019;2;ETANOL;3.040,00;5.000,00;8.040,00;1.951,85;6.088,15; -   ;14,846;6.103,00;2;3.040,00;5.000,00;8.040,00;1.951,85;6.088,15; -   ;14,846;6.103,00
POSTO TESTE - Matriz;13/11/2019;3;GASOLINA ADITIVADA;6.798,00; -   ;6.798,00;1.651,10;5.146,90;16,901; -   ;5.130,00;1;6.798,00; -   ;6.798,00;1.651,10;5.146,90;16,901; -   ;5.130,00
POSTO TESTE - Matriz;13/11/2019;5;DIESEL B S10 COMUM;3.984,00; -   ;3.984,00;547,958;3.436,04;8,042; -   ;3.428,00;4;3.984,00; -   ;3.984,00;547,958;3.436,04;8,042; -   ;3.428,00
POSTO TESTE - Matriz;13/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;14/11/2019;1;GASOLINA COMUM;12.664,00; -   ;12.664,00;4.615,14;8.048,86;35,861; -   ;8.013,00;3;12.664,00; -   ;12.664,00;4.615,14;8.048,86;35,861; -   ;8.013,00
POSTO TESTE - Matriz;14/11/2019;2;ETANOL;6.103,00; -   ;6.103,00;2.282,73;3.820,27;3,271; -   ;3.817,00;2;6.103,00; -   ;6.103,00;2.282,73;3.820,27;3,271; -   ;3.817,00
POSTO TESTE - Matriz;14/11/2019;3;GASOLINA ADITIVADA;5.130,00; -   ;5.130,00;2.064,18;3.065,83;14,825; -   ;3.051,00;1;5.130,00; -   ;5.130,00;2.064,18;3.065,83;14,825; -   ;3.051,00
POSTO TESTE - Matriz;14/11/2019;5;DIESEL B S10 COMUM;3.428,00; -   ;3.428,00;734,647;2.693,35;12,353; -   ;2.681,00;4;3.428,00; -   ;3.428,00;734,647;2.693,35;12,353; -   ;2.681,00
POSTO TESTE - Matriz;14/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;15/11/2019;1;GASOLINA COMUM;8.013,00;10.000,00;18.013,00;2.979,71;15.033,29; -   ;69,713;15.103,00;3;8.013,00;10.000,00;18.013,00;2.979,71;15.033,29; -   ;69,713;15.103,00
POSTO TESTE - Matriz;15/11/2019;2;ETANOL;3.817,00;5.000,00;8.817,00;1.835,71;6.981,29; -   ;26,708;7.008,00;2;3.817,00;5.000,00;8.817,00;1.835,71;6.981,29; -   ;26,708;7.008,00
POSTO TESTE - Matriz;15/11/2019;3;GASOLINA ADITIVADA;3.051,00;10.000,00;13.051,00;1.485,37;11.565,63; -   ;57,369;11.623,00;1;3.051,00;10.000,00;13.051,00;1.485,37;11.565,63; -   ;57,369;11.623,00
POSTO TESTE - Matriz;15/11/2019;5;DIESEL B S10 COMUM;2.681,00;5.000,00;7.681,00;249,989;7.431,01; -   ;29,989;7.461,00;4;2.681,00;5.000,00;7.681,00;249,989;7.431,01; -   ;29,989;7.461,00
POSTO TESTE - Matriz;15/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;16/11/2019;1;GASOLINA COMUM;15.103,00; -   ;15.103,00;2.924,68;12.178,32;53,318; -   ;12.125,00;3;15.103,00; -   ;15.103,00;2.924,68;12.178,32;53,318; -   ;12.125,00
POSTO TESTE - Matriz;16/11/2019;2;ETANOL;7.008,00; -   ;7.008,00;1.650,51;5.357,50; -   ;19,505;5.377,00;2;7.008,00; -   ;7.008,00;1.650,51;5.357,50; -   ;19,505;5.377,00
POSTO TESTE - Matriz;16/11/2019;3;GASOLINA ADITIVADA;11.623,00; -   ;11.623,00;1.255,35;10.367,65;25,653; -   ;10.342,00;1;11.623,00; -   ;11.623,00;1.255,35;10.367,65;25,653; -   ;10.342,00
POSTO TESTE - Matriz;16/11/2019;5;DIESEL B S10 COMUM;7.461,00; -   ;7.461,00;188,152;7.272,85; -   ;31,152;7.304,00;4;7.461,00; -   ;7.461,00;188,152;7.272,85; -   ;31,152;7.304,00
POSTO TESTE - Matriz;16/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;17/11/2019;1;GASOLINA COMUM;12.125,00; -   ;12.125,00;2.480,74;9.644,26;48,263; -   ;9.596,00;3;12.125,00; -   ;12.125,00;2.480,74;9.644,26;48,263; -   ;9.596,00
POSTO TESTE - Matriz;17/11/2019;2;ETANOL;5.377,00; -   ;5.377,00;1.382,52;3.994,48;8,478; -   ;3.986,00;2;5.377,00; -   ;5.377,00;1.382,52;3.994,48;8,478; -   ;3.986,00
POSTO TESTE - Matriz;17/11/2019;3;GASOLINA ADITIVADA;10.342,00; -   ;10.342,00;1.114,99;9.227,01;37,006; -   ;9.190,00;1;10.342,00; -   ;10.342,00;1.114,99;9.227,01;37,006; -   ;9.190,00
POSTO TESTE - Matriz;17/11/2019;5;DIESEL B S10 COMUM;7.304,00; -   ;7.304,00;197,108;7.106,89; -   ;2,108;7.109,00;4;7.304,00; -   ;7.304,00;197,108;7.106,89; -   ;2,108;7.109,00
POSTO TESTE - Matriz;17/11/2019;5;DIESEL B S10 COMUM; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
POSTO TESTE - Matriz;18/11/2019;1;GASOLINA COMUM;9.596,00;5.000,00;14.596,00;3.352,32;11.243,68; -   ;44,318;11.288,00;3;9.596,00;5.000,00;14.596,00;3.352,32;11.243,68; -   ;44,318;11.288,00
POSTO TESTE - Matriz;18/11/2019;2;ETANOL;3.986,00;5.000,00;8.986,00;1.857,17;7.128,83; -   ;15,173;7.144,00;2;3.986,00;5.000,00;8.986,00;1.857,17;7.128,83; -   ;15,173;7.144,00
POSTO TESTE - Matriz;18/11/2019;3;GASOLINA ADITIVADA;9.190,00; -   ;9.190,00;1.329,42;7.860,59;23,585; -   ;7.837,00;1;9.190,00; -   ;9.190,00;1.329,42;7.860,59;23,585; -   ;7.837,00
